crop,year,season,state,area,production,fertilizer,pesticide,yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
rice,2004,summer,West Bengal,1376387.0,4257111,149117767.6,289041.27,2.857777778,85,40,45,6.2,25.68,1392.86,74.2
rice,2004,winter,West Bengal,4086404.0,9974734,442721009.4,858144.84,2.336111111,85,40,45,6.2,25.68,1392.86,74.2
sugarcane,2004,whole year,West Bengal,15647.0,1033235,1695195.98,3285.87,64.3,85,40,45,6.2,25.68,1392.86,74.2
wheat,2004,rabi,West Bengal,400093.0,841471,43346075.62,84019.53,2.104444444,85,40,45,6.2,25.68,1392.86,74.2
bajra,2005,kharif,Bihar,4338.0,4591,520212.96,910.98,1.044615385,85,30,25,7.2,26.79,802.49,52.54
maize,2005,kharif,Bihar,276983.0,456105,33215801.36,58166.43,1.619210526,85,30,25,7.2,26.79,802.49,52.54
maize,2005,rabi,Bihar,212073.0,637203,25431794.16,44535.33,2.773611111,85,30,25,7.2,26.79,802.49,52.54
maize,2005,summer,Bihar,175218.0,426534,21012142.56,36795.78,2.363611111,85,30,25,7.2,26.79,802.49,52.54
potato,2005,whole year,Bihar,140539.0,1225728,16853436.88,29513.19,8.786842105,85,30,25,7.2,26.79,802.49,52.54
rice,2005,autumn,Bihar,533233.0,503448,63945301.36,111978.93,0.962666667,85,30,25,7.2,26.79,802.49,52.54
rice,2005,summer,Bihar,113251.0,182827,13581059.92,23782.71,1.304583333,85,30,25,7.2,26.79,802.49,52.54
rice,2005,winter,Bihar,2604752.0,3023010,312361859.8,546997.92,1.035263158,85,30,25,7.2,26.79,802.49,52.54
sugarcane,2005,whole year,Bihar,101243.0,4240463,12141060.56,21261.03,36.43151515,85,30,25,7.2,26.79,802.49,52.54
wheat,2005,rabi,Bihar,2001771.0,2821120,240052378.3,420371.91,1.349736842,85,30,25,7.2,26.79,802.49,52.54
bajra,2005,kharif,Chhattisgarh,81.0,31,9713.52,17.01,0.58,70,35,20,6.5,26.18,1526.16,58.73
bajra,2005,whole year,Chhattisgarh,493.0,19037,59120.56,103.53,37.39071429,70,35,20,6.5,26.18,1526.16,58.73
maize,2005,kharif,Chhattisgarh,101587.0,109598,12182313.04,21333.27,1.088125,70,35,20,6.5,26.18,1526.16,58.73
potato,2005,whole year,Chhattisgarh,10614.0,48548,1272830.88,2228.94,4.965,70,35,20,6.5,26.18,1526.16,58.73
rice,2005,kharif,Chhattisgarh,3854352.0,5267537,462213891.8,809413.92,1.30375,70,35,20,6.5,26.18,1526.16,58.73
sugarcane,2005,whole year,Chhattisgarh,7422.0,18562,890046.24,1558.62,2.86125,70,35,20,6.5,26.18,1526.16,58.73
wheat,2005,rabi,Chhattisgarh,97074.0,85191,11641114.08,20385.54,1.0125,70,35,20,6.5,26.18,1526.16,58.73
bajra,2005,kharif,Delhi,1690.0,3031,202664.8,354.9,1.79,90,40,30,7.5,25.46,718.47,45.33
maize,2005,kharif,Delhi,79.0,144,9473.68,16.59,1.82,90,40,30,7.5,25.46,718.47,45.33
potato,2005,whole year,Delhi,53.0,841,6355.76,11.13,15.87,90,40,30,7.5,25.46,718.47,45.33
rice,2005,kharif,Delhi,7506.0,21092,900119.52,1576.26,2.81,90,40,30,7.5,25.46,718.47,45.33
sugarcane,2005,whole year,Delhi,4.0,225,479.68,0.84,56.25,90,40,30,7.5,25.46,718.47,45.33
wheat,2005,rabi,Delhi,18279.0,79404,2192017.68,3838.59,4.34,90,40,30,7.5,25.46,718.47,45.33
bajra,2005,kharif,Gujarat,781600.0,831300,93729472.0,164136.0,1.167142857,75,38,28,7.8,26.81,962.01,49.27
bajra,2005,summer,Gujarat,164400.0,374500,19714848.0,34524.0,2.33,75,38,28,7.8,26.81,962.01,49.27
maize,2005,kharif,Gujarat,456900.0,722400,54791448.0,95949.0,1.618125,75,38,28,7.8,26.81,962.01,49.27
potato,2005,whole year,Gujarat,44600.0,1238300,5348432.0,9366.0,26.46181818,75,38,28,7.8,26.81,962.01,49.27
rice,2005,kharif,Gujarat,648300.0,1209300,77744136.0,136143.0,1.843125,75,38,28,7.8,26.81,962.01,49.27
rice,2005,summer,Gujarat,24600.0,74300,2950032.0,5166.0,3.054444444,75,38,28,7.8,26.81,962.01,49.27
sugarcane,2005,whole year,Gujarat,213200.0,17786000,25566944.0,44772.0,75.31714286,75,38,28,7.8,26.81,962.01,49.27
wheat,2005,rabi,Gujarat,858800.0,2319200,102987296.0,180348.0,2.5792,75,38,28,7.8,26.81,962.01,49.27
bajra,2005,kharif,Haryana,631660.0,706000,75748667.2,132648.6,1.3835,130,48,35,7.9,24.2,879.45,45.01
maize,2005,kharif,Haryana,17469.0,36000,2094882.48,3668.49,0.4965,130,48,35,7.9,24.2,879.45,45.01
potato,2005,whole year,Haryana,12597.0,312500,1510632.24,2645.37,21.80066667,130,48,35,7.9,24.2,879.45,45.01
rice,2005,kharif,Haryana,1046588.0,3194000,125506833.0,219783.48,2.940526316,130,48,35,7.9,24.2,879.45,45.01
sugarcane,2005,whole year,Haryana,129223.0,8310000,15496422.16,27136.83,49.81526316,130,48,35,7.9,24.2,879.45,45.01
wheat,2005,rabi,Haryana,2302682.0,8502000,276137625.4,483563.22,3.6065,130,48,35,7.9,24.2,879.45,45.01
bajra,2005,kharif,Himachal Pradesh,304.0,144,36455.68,63.84,0.4875,60,20,40,6.0,20.99,916.17,47.53
maize,2005,kharif,Himachal Pradesh,295351.0,543061,35418491.92,62023.71,1.913333333,60,20,40,6.0,20.99,916.17,47.53
potato,2005,whole year,Himachal Pradesh,14012.0,95900,1680319.04,2942.52,6.635833333,60,20,40,6.0,20.99,916.17,47.53
rice,2005,kharif,Himachal Pradesh,79366.0,112139,9517570.72,16666.86,1.396363636,60,20,40,6.0,20.99,916.17,47.53
sugarcane,2005,whole year,Himachal Pradesh,2589.0,25094,310472.88,543.69,6.542857143,60,20,40,6.0,20.99,916.17,47.53
wheat,2005,rabi,Himachal Pradesh,358453.0,365885,42985683.76,75275.13,1.075833333,60,20,40,6.0,20.99,916.17,47.53
bajra,2005,kharif,Madhya Pradesh,182506.0,271934,21886119.52,38326.26,0.988285714,70,40,20,7.4,25.18,1213.01,50.41
maize,2005,kharif,Madhya Pradesh,852591.0,1240520,102242712.7,179044.11,1.380638298,70,40,20,7.4,25.18,1213.01,50.41
potato,2005,whole year,Madhya Pradesh,45967.0,614671,5512362.64,9653.07,12.90382979,70,40,20,7.4,25.18,1213.01,50.41
rice,2005,kharif,Madhya Pradesh,1700446.0,1687475,203917484.3,357093.66,0.881041667,70,40,20,7.4,25.18,1213.01,50.41
sugarcane,2005,whole year,Madhya Pradesh,51620.0,2236980,6190270.4,10840.2,31.52155556,70,40,20,7.4,25.18,1213.01,50.41
wheat,2005,rabi,Madhya Pradesh,3772615.0,6192368,452411990.8,792249.15,1.647083333,70,40,20,7.4,25.18,1213.01,50.41
bajra,2005,kharif,Maharashtra,1433800.0,932000,171941296.0,301098.0,0.595454545,75,43,26,7.1,26.39,3211.91,67.19
maize,2005,kharif,Maharashtra,389100.0,829700,46660872.0,81711.0,1.67037037,75,43,26,7.1,26.39,3211.91,67.19
maize,2005,rabi,Maharashtra,70900.0,145400,8502328.0,14889.0,2.137307692,75,43,26,7.1,26.39,3211.91,67.19
maize,2005,summer,Maharashtra,9500.0,13700,1139240.0,1995.0,1.239473684,75,43,26,7.1,26.39,3211.91,67.19
rice,2005,kharif,Maharashtra,1473700.0,2596800,176726104.0,309477.0,1.215666667,75,43,26,7.1,26.39,3211.91,67.19
rice,2005,summer,Maharashtra,38800.0,72200,4652896.0,8148.0,2.007,75,43,26,7.1,26.39,3211.91,67.19
sugarcane,2005,whole year,Maharashtra,500700.0,38813700,60043944.0,105147.0,66.29923077,75,43,26,7.1,26.39,3211.91,67.19
wheat,2005,rabi,Maharashtra,932800.0,1300700,111861376.0,195888.0,1.329333333,75,43,26,7.1,26.39,3211.91,67.19
maize,2005,kharif,Mizoram,10810.0,20720,1296335.2,2270.1,1.99875,54,15,34,5.7,23.29,1418.06,76.74
maize,2005,rabi,Mizoram,932.0,1983,111765.44,195.72,2.625,54,15,34,5.7,23.29,1418.06,76.74
potato,2005,whole year,Mizoram,953.0,3891,114283.76,200.13,5.05125,54,15,34,5.7,23.29,1418.06,76.74
rice,2005,whole year,Mizoram,56460.0,107740,6770683.2,11856.6,1.9425,54,15,34,5.7,23.29,1418.06,76.74
sugarcane,2005,whole year,Mizoram,1383.0,45953,165849.36,290.43,18.325,54,15,34,5.7,23.29,1418.06,76.74
bajra,2005,kharif,Nagaland,3050.0,3130,365756.0,640.5,1.03375,56,16,36,5.8,18.77,815.04,70.97
maize,2005,kharif,Nagaland,50000.0,90000,5996000.0,10500.0,1.8025,56,16,36,5.8,18.77,815.04,70.97
maize,2005,rabi,Nagaland,1600.0,2880,191872.0,336.0,1.985,56,16,36,5.8,18.77,815.04,70.97
rice,2005,kharif,Nagaland,155500.0,261300,18647560.0,32655.0,1.6425,56,16,36,5.8,18.77,815.04,70.97
rice,2005,rabi,Nagaland,900.0,1800,107928.0,189.0,2.06,56,16,36,5.8,18.77,815.04,70.97
sugarcane,2005,rabi,Nagaland,270.0,3380,32378.4,56.7,12.52,56,16,36,5.8,18.77,815.04,70.97
sugarcane,2005,whole year,Nagaland,4150.0,207500,497668.0,871.5,37.27,56,16,36,5.8,18.77,815.04,70.97
wheat,2005,rabi,Nagaland,1200.0,1920,143904.0,252.0,1.66125,56,16,36,5.8,18.77,815.04,70.97
bajra,2005,kharif,Punjab,5000.0,5000,599600.0,1050.0,1.0,150,50,40,8.0,24.2,879.45,45.01
maize,2005,kharif,Punjab,148000.0,403000,17748160.0,31080.0,2.827,150,50,40,8.0,24.2,879.45,45.01
rice,2005,kharif,Punjab,2642000.0,10193000,316828640.0,554820.0,3.820588235,150,50,40,8.0,24.2,879.45,45.01
sugarcane,2005,whole year,Punjab,85000.0,5241000,10193200.0,17850.0,64.525,150,50,40,8.0,24.2,879.45,45.01
wheat,2005,rabi,Punjab,3468000.0,14493000,415882560.0,728280.0,4.145294118,150,50,40,8.0,24.2,879.45,45.01
maize,2005,kharif,Tripura,2150.0,2100,257828.0,451.5,0.9825,62,20,35,5.9,25.23,1998.49,77.25
rice,2005,kharif,Tripura,253067.0,602947,30347794.64,53144.07,2.305,62,20,35,5.9,25.23,1998.49,77.25
sugarcane,2005,whole year,Tripura,874.0,43334,104810.08,183.54,48.79,62,20,35,5.9,25.23,1998.49,77.25
wheat,2005,rabi,Tripura,1750.0,3184,209860.0,367.5,1.8325,62,20,35,5.9,25.23,1998.49,77.25
maize,2005,kharif,Uttarakhand,31372.0,39735,3762130.24,6588.12,1.142307692,80,24,38,6.4,17.67,1130.54,54.07
maize,2005,summer,Uttarakhand,89.0,182,10672.88,18.69,1.9875,80,24,38,6.4,17.67,1130.54,54.07
potato,2005,whole year,Uttarakhand,15736.0,243492,1887061.12,3304.56,15.04615385,80,24,38,6.4,17.67,1130.54,54.07
rice,2005,kharif,Uttarakhand,275459.0,526520,33033043.28,57846.39,1.62,80,24,38,6.4,17.67,1130.54,54.07
rice,2005,summer,Uttarakhand,8971.0,42646,1075802.32,1883.91,3.89,80,24,38,6.4,17.67,1130.54,54.07
sugarcane,2005,whole year,Uttarakhand,107748.0,6635715,12921140.16,22627.08,61.53333333,80,24,38,6.4,17.67,1130.54,54.07
wheat,2005,rabi,Uttarakhand,379237.0,642216,45478101.04,79639.77,1.353076923,80,24,38,6.4,17.67,1130.54,54.07
maize,2005,autumn,Jharkhand,74754.36,77410,8964542.851,15698.4156,1.040909091,68,22,30,6.1,23.93,938.94,57.56
potato,2005,rabi,Jharkhand,13345.34,108900,1600373.173,2802.5214,7.759333333,68,22,30,6.1,23.93,938.94,57.56
potato,2005,winter,Jharkhand,16504.2,113257,1979183.664,3465.882,7.148333333,68,22,30,6.1,23.93,938.94,57.56
rice,2005,autumn,Jharkhand,149362.86,77860,17911594.17,31366.2006,0.557857143,68,22,30,6.1,23.93,938.94,57.56
rice,2005,winter,Jharkhand,954735.25,536165,114491851.2,200494.4025,0.531363636,68,22,30,6.1,23.93,938.94,57.56
sugarcane,2005,whole year,Jharkhand,130.68,538,15671.1456,27.4428,4.12,68,22,30,6.1,23.93,938.94,57.56
wheat,2005,rabi,Jharkhand,50326.23,51263,6035121.502,10568.5083,1.023636364,68,22,30,6.1,23.93,938.94,57.56
bajra,2006,kharif,Bihar,4106.0,4417,524377.26,903.32,1.049,85,30,25,7.2,26.38,1046.45,55.74
maize,2006,kharif,Bihar,259494.0,397591,33139978.74,57088.68,1.558918919,85,30,25,7.2,26.38,1046.45,55.74
maize,2006,rabi,Bihar,206084.0,744274,26318987.64,45338.48,3.231944444,85,30,25,7.2,26.38,1046.45,55.74
maize,2006,summer,Bihar,175637.0,614084,22430601.27,38640.14,3.389444444,85,30,25,7.2,26.38,1046.45,55.74
rice,2006,autumn,Bihar,517983.0,530242,66151608.93,113956.26,0.962413793,85,30,25,7.2,26.38,1046.45,55.74
rice,2006,summer,Bihar,109436.0,163989,13976071.56,24075.92,1.45173913,85,30,25,7.2,26.38,1046.45,55.74
rice,2006,winter,Bihar,2736591.0,4333716,349490036.6,602050.02,1.482702703,85,30,25,7.2,26.38,1046.45,55.74
wheat,2006,rabi,Bihar,2076727.0,4155541,265218805.2,456879.94,1.924324324,85,30,25,7.2,26.38,1046.45,55.74
bajra,2006,kharif,Chhattisgarh,71.0,34,9067.41,15.62,0.66,70,35,20,6.5,26.26,1114.47,60.15
bajra,2006,whole year,Chhattisgarh,307.0,12394,39206.97,67.54,33.11285714,70,35,20,6.5,26.26,1114.47,60.15
maize,2006,kharif,Chhattisgarh,100145.0,123489,12789517.95,22031.9,1.048888889,70,35,20,6.5,26.26,1114.47,60.15
potato,2006,kharif,Chhattisgarh,1781.0,7189,227451.51,391.82,6.25,70,35,20,6.5,26.26,1114.47,60.15
potato,2006,rabi,Chhattisgarh,9513.0,37815,1214905.23,2092.86,4.25125,70,35,20,6.5,26.26,1114.47,60.15
rice,2006,kharif,Chhattisgarh,3905319.0,5441525,498748289.5,859170.18,1.247222222,70,35,20,6.5,26.26,1114.47,60.15
sugarcane,2006,whole year,Chhattisgarh,7991.0,20316,1020530.61,1758.02,2.463125,70,35,20,6.5,26.26,1114.47,60.15
wheat,2006,rabi,Chhattisgarh,93213.0,93952,11904232.23,20506.86,1.06,70,35,20,6.5,26.26,1114.47,60.15
bajra,2006,kharif,Delhi,1592.0,2945,203314.32,350.24,1.85,90,40,30,7.5,26.36,651.79,43.48
maize,2006,kharif,Delhi,67.0,122,8556.57,14.74,1.82,90,40,30,7.5,26.36,651.79,43.48
potato,2006,whole year,Delhi,55.0,873,7024.05,12.1,15.87,90,40,30,7.5,26.36,651.79,43.48
rice,2006,kharif,Delhi,7381.0,20815,942627.51,1623.82,2.82,90,40,30,7.5,26.36,651.79,43.48
sugarcane,2006,whole year,Delhi,4.0,301,510.84,0.88,75.25,90,40,30,7.5,26.36,651.79,43.48
wheat,2006,rabi,Delhi,17884.0,77885,2283965.64,3934.48,4.36,90,40,30,7.5,26.36,651.79,43.48
bajra,2006,kharif,Gujarat,742300.0,528400,94799133.0,163306.0,0.868571429,75,38,28,7.8,27.3,986.67,52.6
bajra,2006,summer,Gujarat,183400.0,428500,23422014.0,40348.0,2.365,75,38,28,7.8,27.3,986.67,52.6
maize,2006,kharif,Gujarat,447700.0,201700,57175767.0,98494.0,0.529375,75,38,28,7.8,27.3,986.67,52.6
potato,2006,whole year,Gujarat,51700.0,1078400,6602607.0,11374.0,20.45727273,75,38,28,7.8,27.3,986.67,52.6
rice,2006,kharif,Gujarat,655600.0,1045200,83726676.0,144232.0,1.601875,75,38,28,7.8,27.3,986.67,52.6
rice,2006,summer,Gujarat,33700.0,96000,4303827.0,7414.0,2.855555556,75,38,28,7.8,27.3,986.67,52.6
sugarcane,2006,whole year,Gujarat,216100.0,16554000,27598131.0,47542.0,71.79642857,75,38,28,7.8,27.3,986.67,52.6
wheat,2006,rabi,Gujarat,1072300.0,2791500,136943433.0,235906.0,2.5696,75,38,28,7.8,27.3,986.67,52.6
bajra,2006,kharif,Haryana,618985.0,1021000,79050574.35,136176.7,1.8815,130,48,35,7.9,24.94,761.23,44.55
maize,2006,kharif,Haryana,13412.0,30000,1712846.52,2950.64,0.520625,130,48,35,7.9,24.94,761.23,44.55
potato,2006,whole year,Haryana,12826.0,319900,1638008.46,2821.72,21.90714286,130,48,35,7.9,24.94,761.23,44.55
rice,2006,kharif,Haryana,1042036.0,3371000,133078417.6,229247.92,2.8545,130,48,35,7.9,24.94,761.23,44.55
sugarcane,2006,whole year,Haryana,140563.0,9651000,17951300.73,30923.86,56.0355,130,48,35,7.9,24.94,761.23,44.55
wheat,2006,rabi,Haryana,2377067.0,10059000,303575226.6,522954.74,4.062,130,48,35,7.9,24.94,761.23,44.55
bajra,2006,kharif,Himachal Pradesh,360.0,181,45975.6,79.2,0.484,60,20,40,6.0,21.73,855.31,48.18
maize,2006,kharif,Himachal Pradesh,299037.0,695376,38190015.27,65788.14,2.363333333,60,20,40,6.0,21.73,855.31,48.18
potato,2006,whole year,Himachal Pradesh,12687.0,126701,1620256.77,2791.14,10.05416667,60,20,40,6.0,21.73,855.31,48.18
rice,2006,kharif,Himachal Pradesh,79206.0,123485,10115398.26,17425.32,1.750909091,60,20,40,6.0,21.73,855.31,48.18
sugarcane,2006,whole year,Himachal Pradesh,3019.0,59184,385556.49,664.18,13.465,60,20,40,6.0,21.73,855.31,48.18
wheat,2006,rabi,Himachal Pradesh,362245.0,596493,46262308.95,79693.9,1.6375,60,20,40,6.0,21.73,855.31,48.18
bajra,2006,kharif,Madhya Pradesh,183115.0,251783,23385616.65,40285.3,1.054545455,70,40,20,7.4,25.49,1821.87,53.84
maize,2006,kharif,Madhya Pradesh,879420.0,846002,112310728.2,193472.4,0.903617021,70,40,20,7.4,25.49,1821.87,53.84
potato,2006,whole year,Madhya Pradesh,48540.0,648203,6199043.4,10678.8,12.9512766,70,40,20,7.4,25.49,1821.87,53.84
rice,2006,kharif,Madhya Pradesh,1674013.0,1389269,213788200.2,368282.86,0.856666667,70,40,20,7.4,25.49,1821.87,53.84
sugarcane,2006,whole year,Madhya Pradesh,61085.0,2692260,7801165.35,13438.7,31.35595745,70,40,20,7.4,25.49,1821.87,53.84
wheat,2006,rabi,Madhya Pradesh,4262382.0,7840446,544348805.2,937724.04,1.73125,70,40,20,7.4,25.49,1821.87,53.84
bajra,2006,kharif,Maharashtra,1452200.0,1058600,185460462.0,319484.0,0.633333333,75,43,26,7.1,26.64,3370.1,69.14
maize,2006,kharif,Maharashtra,475000.0,947800,60662250.0,104500.0,1.599642857,75,43,26,7.1,26.64,3370.1,69.14
maize,2006,rabi,Maharashtra,86000.0,176900,10983060.0,18920.0,2.1984,75,43,26,7.1,26.64,3370.1,69.14
maize,2006,summer,Maharashtra,19200.0,25300,2452032.0,4224.0,1.184761905,75,43,26,7.1,26.64,3370.1,69.14
rice,2006,kharif,Maharashtra,1491300.0,2488600,190453923.0,328086.0,1.166333333,75,43,26,7.1,26.64,3370.1,69.14
rice,2006,summer,Maharashtra,38000.0,81100,4852980.0,8360.0,2.176,75,43,26,7.1,26.64,3370.1,69.14
sugarcane,2006,whole year,Maharashtra,848800.0,66277400,108400248.0,186736.0,70.67444444,75,43,26,7.1,26.64,3370.1,69.14
wheat,2006,rabi,Maharashtra,1230800.0,1871000,157185468.0,270776.0,1.451666667,75,43,26,7.1,26.64,3370.1,69.14
maize,2006,kharif,Nagaland,63200.0,105540,8071272.0,13904.0,1.67,56,16,36,5.8,18.97,710.77,67.81
maize,2006,rabi,Nagaland,1500.0,2800,191565.0,330.0,1.995,56,16,36,5.8,18.97,710.77,67.81
potato,2006,kharif,Nagaland,3500.0,31420,446985.0,770.0,8.96,56,16,36,5.8,18.97,710.77,67.81
rice,2006,kharif,Nagaland,163680.0,261920,20903572.8,36009.6,1.595,56,16,36,5.8,18.97,710.77,67.81
rice,2006,rabi,Nagaland,1000.0,1600,127710.0,220.0,1.605,56,16,36,5.8,18.97,710.77,67.81
sugarcane,2006,rabi,Nagaland,290.0,4850,37035.9,63.8,16.72,56,16,36,5.8,18.97,710.77,67.81
sugarcane,2006,whole year,Nagaland,4500.0,229000,574695.0,990.0,48.145,56,16,36,5.8,18.97,710.77,67.81
wheat,2006,rabi,Nagaland,1500.0,1250,191565.0,330.0,0.86,56,16,36,5.8,18.97,710.77,67.81
bajra,2006,kharif,Punjab,6000.0,6000,766260.0,1320.0,1.0,150,50,40,8.0,24.94,761.23,44.55
maize,2006,kharif,Punjab,154000.0,481000,19667340.0,33880.0,3.202307692,150,50,40,8.0,24.94,761.23,44.55
rice,2006,kharif,Punjab,2621000.0,10138000,334727910.0,576620.0,3.75,150,50,40,8.0,24.94,761.23,44.55
wheat,2006,rabi,Punjab,3467000.0,14596000,442770570.0,762740.0,4.148421053,150,50,40,8.0,24.94,761.23,44.55
maize,2006,kharif,Tripura,2450.0,2420,312889.5,539.0,0.9925,62,20,35,5.9,25.53,1808.32,73.73
rice,2006,kharif,Tripura,250939.0,628200,32047419.69,55206.58,2.4225,62,20,35,5.9,25.53,1808.32,73.73
sugarcane,2006,whole year,Tripura,869.0,42373,110979.99,191.18,49.18,62,20,35,5.9,25.53,1808.32,73.73
wheat,2006,rabi,Tripura,970.0,1845,123878.7,213.4,1.885,62,20,35,5.9,25.53,1808.32,73.73
bajra,2006,kharif,Uttar Pradesh,883877.0,1285887,112879931.7,194452.94,1.401969697,120,45,35,7.6,26.3,945.42,50.66
maize,2006,kharif,Uttar Pradesh,842052.0,1116939,107538460.9,185251.44,1.307826087,120,45,35,7.6,26.3,945.42,50.66
maize,2006,rabi,Uttar Pradesh,4215.0,13278,538297.65,927.3,3.120454545,120,45,35,7.6,26.3,945.42,50.66
maize,2006,summer,Uttar Pradesh,25366.0,33635,3239491.86,5580.52,1.325689655,120,45,35,7.6,26.3,945.42,50.66
potato,2006,rabi,Uttar Pradesh,469301.0,10247912,59934430.71,103246.22,20.56657143,120,45,35,7.6,26.3,945.42,50.66
rice,2006,kharif,Uttar Pradesh,5902577.0,11082993,753818108.7,1298566.94,1.846,120,45,35,7.6,26.3,945.42,50.66
rice,2006,summer,Uttar Pradesh,18175.0,40620,2321129.25,3998.5,1.995,120,45,35,7.6,26.3,945.42,50.66
sugarcane,2006,kharif,Uttar Pradesh,2246520.0,133949379,286903069.2,494234.4,51.90457143,120,45,35,7.6,26.3,945.42,50.66
wheat,2006,rabi,Uttar Pradesh,9197642.0,25443428,1174630860.0,2023481.24,2.725428571,120,45,35,7.6,26.3,945.42,50.66
bajra,2006,kharif,Uttarakhand,11.0,13,1404.81,2.42,1.11,80,24,38,6.4,18.31,1074.79,54.87
maize,2006,kharif,Uttarakhand,27163.0,35850,3468986.73,5975.86,1.138461538,80,24,38,6.4,18.31,1074.79,54.87
maize,2006,rabi,Uttarakhand,81.0,131,10344.51,17.82,1.626666667,80,24,38,6.4,18.31,1074.79,54.87
potato,2006,kharif,Uttarakhand,8274.0,83792,1056672.54,1820.28,9.942727273,80,24,38,6.4,18.31,1074.79,54.87
potato,2006,rabi,Uttarakhand,7099.0,77930,906613.29,1561.78,9.773846154,80,24,38,6.4,18.31,1074.79,54.87
rice,2006,kharif,Uttarakhand,273662.0,540128,34949374.02,60205.64,1.645384615,80,24,38,6.4,18.31,1074.79,54.87
rice,2006,rabi,Uttarakhand,9923.0,31208,1267266.33,2183.06,3.145,80,24,38,6.4,18.31,1074.79,54.87
sugarcane,2006,whole year,Uttarakhand,118869.0,7267238,15180759.99,26151.18,61.44,80,24,38,6.4,18.31,1074.79,54.87
wheat,2006,rabi,Uttarakhand,377870.0,796548,48257777.7,83131.4,1.760769231,80,24,38,6.4,18.31,1074.79,54.87
maize,2006,autumn,Jharkhand,75712.78,116029,9669279.134,16656.8116,1.457272727,68,22,30,6.1,23.54,1468.99,61.38
potato,2006,rabi,Jharkhand,13341.72,108295,1703871.061,2935.1784,8.043636364,68,22,30,6.1,23.54,1468.99,61.38
potato,2006,winter,Jharkhand,20693.26,157358,2642736.235,4552.5172,7.690909091,68,22,30,6.1,23.54,1468.99,61.38
rice,2006,autumn,Jharkhand,183635.05,254351,23452032.24,40399.711,1.274545455,68,22,30,6.1,23.54,1468.99,61.38
rice,2006,winter,Jharkhand,995583.37,1175595,127145952.2,219028.3414,1.208181818,68,22,30,6.1,23.54,1468.99,61.38
sugarcane,2006,whole year,Jharkhand,587.89,26102,75079.4319,129.3358,38.04833333,68,22,30,6.1,23.54,1468.99,61.38
wheat,2006,rabi,Jharkhand,124418.04,163905,15889427.89,27371.9688,1.280454545,68,22,30,6.1,23.54,1468.99,61.38
bajra,2007,kharif,Andhra Pradesh,60000.0,81000,8004000.0,9600.0,1.391538462,78,45,22,6.8,27.44,1067.72,72.52
bajra,2007,rabi,Andhra Pradesh,14000.0,11000,1867600.0,2240.0,0.9175,78,45,22,6.8,27.44,1067.72,72.52
maize,2007,kharif,Andhra Pradesh,519000.0,2377000,69234600.0,83040.0,4.237,78,45,22,6.8,27.44,1067.72,72.52
maize,2007,rabi,Andhra Pradesh,267000.0,1754000,35617800.0,42720.0,6.2215,78,45,22,6.8,27.44,1067.72,72.52
rice,2007,kharif,Andhra Pradesh,2578000.0,8191000,343905200.0,412480.0,3.094545455,78,45,22,6.8,27.44,1067.72,72.52
rice,2007,rabi,Andhra Pradesh,1406000.0,5133000,187560400.0,224960.0,3.159090909,78,45,22,6.8,27.44,1067.72,72.52
sugarcane,2007,whole year,Andhra Pradesh,247000.0,20182000,32949800.0,39520.0,83.4125,78,45,22,6.8,27.44,1067.72,72.52
wheat,2007,rabi,Andhra Pradesh,8000.0,8000,1067200.0,1280.0,1.0,78,45,22,6.8,27.44,1067.72,72.52
bajra,2007,kharif,Bihar,3497.0,3856,466499.8,559.52,1.045,85,30,25,7.2,25.51,1373.75,61.57
maize,2007,autumn,Bihar,263299.0,321402,35124086.6,42127.84,1.305526316,85,30,25,7.2,25.51,1373.75,61.57
maize,2007,rabi,Bihar,214521.0,858245,28617101.4,34323.36,3.763611111,85,30,25,7.2,25.51,1373.75,61.57
maize,2007,summer,Bihar,181481.0,623215,24209565.4,29036.96,3.207142857,85,30,25,7.2,25.51,1373.75,61.57
potato,2007,whole year,Bihar,153909.0,1244108,20531460.6,24625.44,8.115,85,30,25,7.2,25.51,1373.75,61.57
rice,2007,autumn,Bihar,524266.0,318517,69937084.4,83882.56,0.617,85,30,25,7.2,25.51,1373.75,61.57
rice,2007,summer,Bihar,110440.0,172291,14732696.0,17670.4,1.416666667,85,30,25,7.2,25.51,1373.75,61.57
rice,2007,winter,Bihar,2842665.0,3967956,379211511.0,454826.4,1.260789474,85,30,25,7.2,25.51,1373.75,61.57
sugarcane,2007,whole year,Bihar,107039.0,4027229,14279002.6,17126.24,33.2446875,85,30,25,7.2,25.51,1373.75,61.57
wheat,2007,rabi,Bihar,2131232.0,4977463,284306348.8,340997.12,2.228421053,85,30,25,7.2,25.51,1373.75,61.57
bajra,2007,kharif,Chhattisgarh,68.0,31,9071.2,10.88,0.376666667,70,35,20,6.5,26.24,1423.88,58.59
bajra,2007,whole year,Chhattisgarh,520.0,19071,69368.0,83.2,38.48533333,70,35,20,6.5,26.24,1423.88,58.59
maize,2007,kharif,Chhattisgarh,100591.0,157130,13418839.4,16094.56,1.468333333,70,35,20,6.5,26.24,1423.88,58.59
potato,2007,kharif,Chhattisgarh,1910.0,8060,254794.0,305.6,6.440909091,70,35,20,6.5,26.24,1423.88,58.59
potato,2007,rabi,Chhattisgarh,9653.0,40677,1287710.2,1544.48,5.00875,70,35,20,6.5,26.24,1423.88,58.59
